,SENDER,RECEIVER,SENDER DEPT,RECEIVER DEPT
5833,133,155,4,35
5834,707,700,14,14
5835,661,19,14,14
5836,2,506,21,14
5837,308,438,1,13
5838,373,373,36,36
5839,437,75,13,10
5840,176,381,4,7
5841,371,99,16,16
5842,251,135,13,13
5843,373,706,36,4
5844,663,68,15,15
5845,502,499,14,14
5846,502,406,14,14
5847,66,146,8,15
5848,58,105,21,34
5849,54,305,22,21
5850,748,107,23,36
5851,748,62,23,36
5852,146,66,15,8
5853,738,211,22,22
5854,4,571,21,21
5855,494,328,36,8
5856,20,68,9,15
5857,434,214,34,0
5858,434,35,34,11
5859,434,170,34,13
5860,434,367,34,10
5861,135,75,13,10
5862,214,434,0,34
5863,390,385,7,7
5864,92,678,9,15
5865,132,256,28,4
5866,35,434,11,34
5867,144,283,40,36
5868,177,5,1,25
5869,177,64,1,25
5870,738,55,22,22
5871,178,0,0,1
5872,421,362,14,14
5873,293,504,14,14
5874,170,336,13,13
5875,0,380,1,7
5876,327,473,9,15
5877,473,327,15,9
5878,226,17,1,1
5879,6,411,25,28
5880,11,270,14,4
5881,124,404,16,16
5882,305,54,21,22
5883,11,233,14,19
5884,371,106,16,38
5885,231,203,0,4
5886,6,54,25,22
5887,6,234,25,19
5888,172,214,4,0
5889,526,399,4,4
5890,411,5,28,25
5891,531,78,3,3
5892,531,445,3,3
5893,256,132,4,28
5894,284,749,0,4
5895,401,401,4,4
5896,321,160,7,36
5897,408,137,21,21
5898,93,129,4,4
5899,93,143,4,8
5900,567,567,4,4
5901,165,464,13,4
5902,632,397,7,7
5903,397,632,7,7
5904,337,338,13,13
5905,30,28,11,11
5906,385,390,7,7
5907,385,395,7,7
5908,435,647,6,6
5909,435,127,6,6
5910,395,385,7,7
5911,395,296,7,7
5912,491,390,6,7
5913,487,451,14,14
5914,750,88,20,20
5915,54,6,22,25
5916,158,639,19,19
5917,434,420,34,26
5918,235,610,19,6
5919,45,140,17,17
5920,638,355,38,27
5921,261,30,10,11
5922,282,546,36,35
5923,171,299,10,15
5924,212,152,34,37
5925,486,292,4,4
5926,309,17,1,1
5927,89,304,20,20
5928,89,89,20,20
5929,89,252,20,20
5930,337,123,13,13
5931,397,6,7,25
5932,397,64,7,25
5933,698,58,22,21
5934,184,627,15,15
5935,380,232,7,4
5936,107,133,36,4
5937,409,418,26,15
5938,370,361,10,10
5939,409,326,26,9
5940,69,480,15,15
5941,42,105,34,34
5942,339,361,13,10
5943,339,417,13,10
5944,339,547,13,10
5945,15,448,17,17
5946,480,69,15,15
5947,6,751,25,5
5948,82,422,36,35
5949,234,6,19,25
5950,619,613,6,6
5951,350,350,0,0
5952,376,393,7,7
5953,350,593,0,5
5954,350,204,0,5
5955,350,94,0,5
5956,133,107,4,36
5957,420,434,26,34
5958,270,280,4,4
5959,155,128,35,5
5960,300,419,38,4
5961,482,450,2,4
5962,89,63,20,21
5963,226,212,1,34
5964,116,337,13,13
5965,506,247,14,14
5966,171,361,10,10
5967,273,273,17,17
5968,3,665,21,32
5969,174,281,32,21
5970,337,116,13,13
5971,171,114,10,10
5972,152,212,37,34
5973,212,226,34,1
5974,528,6,25,25
5975,421,466,14,14
5976,283,380,36,7
5977,283,181,36,7
5978,283,215,36,1
5979,283,389,36,7
5980,283,390,36,7
5981,283,61,36,7
5982,283,392,36,7
5983,283,394,36,7
5984,283,296,36,7
5985,283,395,36,7
5986,283,14,36,4
5987,283,377,36,7
5988,283,368,36,7
5989,283,104,36,7
5990,283,321,36,7
5991,283,295,36,7
5992,45,272,17,17
5993,283,693,36,36
5994,283,494,36,36
5995,283,752,36,36
5996,283,86,36,36
5997,283,160,36,36
5998,283,594,36,36
5999,13,21,26,9
6000,753,151,10,10
6001,213,466,14,14
6002,264,161,14,14
6003,25,34,11,11
6004,237,234,19,19
6005,19,293,14,14
6006,570,264,14,14
6007,173,22,38,9
6008,738,481,22,22
6009,665,3,32,21
6010,429,429,17,17
6011,44,358,14,14
6012,249,153,14,27
6013,627,420,15,26
6014,129,714,4,4
6015,177,229,1,10
6016,161,121,14,36
6017,51,128,5,5
6018,397,397,7,7
6019,397,157,7,0
6020,389,296,7,7
6021,44,374,14,14
6022,266,266,14,14
6023,458,168,4,4
6024,114,443,10,10
6025,114,442,10,10
6026,114,47,10,10
6027,114,76,10,10
6028,114,485,10,10
6029,123,337,13,13
6030,367,424,10,34
6031,114,171,10,10
6032,338,170,13,13
6033,370,33,10,11
6034,530,161,14,14
6035,211,304,22,20
6036,21,13,9,26
6037,21,137,9,21
6038,85,312,1,1
6039,304,420,20,26
6040,358,406,14,14
6041,24,23,11,11
6042,720,720,14,14
6043,24,494,11,36
6044,464,165,4,13
6045,183,223,4,1
6046,217,162,37,37
6047,217,612,37,37
6048,217,643,37,37
6049,217,654,37,37
6050,31,256,11,4
6051,137,21,21,9
6052,217,50,37,37
6053,217,282,37,36
6054,217,431,37,37
6055,217,160,37,36
6056,217,142,37,36
6057,107,170,36,13
6058,624,13,26,26
6059,96,318,20,10
6060,217,121,37,36
6061,590,28,11,11
6062,183,142,4,36
6063,277,296,0,7
6064,461,533,17,35
6065,159,89,19,20
6066,420,304,26,20
6067,21,283,9,36
6068,434,166,34,36
6069,433,364,37,37
6070,337,170,13,13
6071,86,601,36,36
6072,277,232,0,4
6073,277,231,0,0
6074,720,608,14,14
6075,720,555,14,14
6076,720,324,14,14
6077,720,266,14,14
6078,720,754,14,14
6079,177,380,1,7
6080,482,482,2,2
6081,178,157,0,0
6082,106,1,38,1
6083,285,683,22,22
6084,170,337,13,13
6085,478,329,8,8
6086,755,211,21,22
6087,377,526,7,4
6088,377,312,7,1
6089,377,548,7,6
6090,377,491,7,6
6091,377,292,7,4
6092,474,90,15,8
6093,8,358,14,14
6094,480,92,15,9
6095,142,152,36,37
6096,245,116,10,13
6097,340,165,2,13
6098,13,443,26,10
6099,292,377,4,7
6100,62,211,36,22
6101,336,400,13,9
6102,504,7,14,14
6103,35,39,11,11
6104,714,129,4,4
6105,237,210,19,19
6106,304,89,20,20
6107,69,69,15,15
6108,147,424,23,34
6109,62,427,36,12
6110,172,493,4,4
6111,172,464,4,4
6112,172,197,4,4
6113,172,342,4,0
6114,172,128,4,5
6115,172,351,4,0
6116,172,483,4,3
6117,390,491,7,6
6118,121,180,36,0
6119,582,189,15,15
6120,430,365,14,14
6121,254,74,40,1
6122,74,254,1,40
6123,163,459,24,1
6124,520,303,21,20
6125,520,89,21,20
6126,158,107,19,36
6127,566,421,14,14
6128,566,570,14,14
6129,46,106,17,38
6130,256,107,4,36
6131,106,46,38,17
6132,28,29,11,11
6133,28,30,11,11
6134,378,128,7,5
6135,281,698,21,22
6136,93,183,4,4
6137,64,397,25,7
6138,171,171,10,10
6139,377,379,7,7
6140,377,380,7,7
6141,377,381,7,7
6142,377,382,7,7
6143,377,383,7,7
6144,377,384,7,7
6145,377,283,7,36
6146,377,386,7,7
6147,377,387,7,7
6148,377,388,7,7
6149,377,389,7,7
6150,377,391,7,7
6151,377,392,7,7
6152,377,393,7,7
6153,377,395,7,7
6154,377,396,7,7
6155,377,397,7,7
6156,377,398,7,7
6157,128,378,5,7
6158,294,203,4,4
6159,5,437,25,13
6160,506,699,14,14
6161,114,106,10,38
6162,513,518,35,35
6163,513,340,35,2
6164,513,226,35,1
6165,513,184,35,15
6166,157,178,0,0
6167,645,697,1,1
6168,280,232,4,4
6169,266,267,14,14
6170,400,336,9,13
6171,266,608,14,14
6172,266,265,14,14
6173,266,264,14,14
6174,530,365,14,14
6175,208,285,22,22
6176,15,140,17,17
6177,21,420,9,26
6178,22,520,9,21
6179,137,22,21,9
6180,282,183,36,4
6181,215,756,1,39
6182,424,147,34,23
6183,549,69,15,15
6184,178,200,0,4
6185,99,124,16,16
6186,99,100,16,16
6187,69,418,15,15
6188,526,377,4,7
6189,437,5,13,25
6190,336,260,13,9
6191,148,262,0,0
6192,399,183,4,4
6193,434,550,34,15
6194,434,44,34,14
6195,434,184,34,15
6196,434,190,34,15
6197,160,318,36,10
6198,222,560,1,31
6199,531,106,3,38
6200,124,708,16,16
6201,86,74,36,1
6202,237,162,19,37
6203,434,42,34,34
6204,260,336,9,13
6205,434,243,34,19
6206,74,86,1,36
6207,138,56,21,21
6208,264,661,14,14
6209,31,367,11,10
6210,243,434,19,34
6211,409,51,26,5
6212,160,401,36,4
6213,140,45,17,17
6214,98,98,16,16
6215,267,266,14,14
6216,107,254,36,40
6217,17,654,1,37
6218,751,6,5,25
6219,264,533,14,35
6220,249,107,14,36
6221,282,269,36,17
6222,96,100,20,16
6223,363,531,35,3
6224,12,674,14,14
6225,210,256,19,4
6226,210,83,19,36
6227,56,138,21,21
6228,65,581,4,3
6229,286,56,21,21
6230,158,234,19,19
6231,158,240,19,19
6232,140,282,17,36
6233,58,212,21,34
6234,474,66,15,8
6235,474,476,15,15
6236,474,477,15,8
6237,474,514,15,8
6238,212,58,34,21
6239,213,407,14,14
6240,424,311,34,1
6241,100,96,16,20
6242,420,278,26,0
6243,131,83,28,36
6244,489,21,25,9
6245,301,301,26,26
6246,674,12,14,14
6247,70,62,37,36
6248,128,196,5,5
6249,282,173,36,38
6250,58,249,21,14
6251,145,462,35,30
6252,380,379,7,7
6253,380,396,7,7
6254,247,506,14,14
6255,5,125,25,16
6256,282,288,36,37
6257,175,58,32,21
6258,466,406,14,14
6259,440,264,4,14
6260,572,484,4,4
6261,124,424,16,34
6262,181,103,7,7
6263,89,520,20,21
6264,496,602,14,14
6265,160,173,36,38
6266,380,376,7,7
6267,380,397,7,7
6268,86,458,36,4
6269,409,244,26,19
6270,458,86,4,36
6271,314,107,1,36
6272,376,380,7,7
6273,107,314,36,1
6274,115,82,13,36
6275,115,121,13,36
6276,318,114,10,10
6277,57,63,21,21
6278,107,480,36,15
6279,183,93,4,4
6280,284,180,0,0
6281,62,480,36,15
6282,261,438,10,13
6283,278,493,0,4
6284,57,89,21,20
6285,438,261,13,10
6286,738,54,22,22
6287,738,738,22,22
6288,738,281,22,21
6289,738,552,22,22
6290,271,271,28,28
6291,190,105,15,34
6292,82,115,36,13
6293,367,434,10,34
6294,340,339,2,13
6295,57,286,21,21
6296,367,757,10,10
6297,244,409,19,26
6298,506,105,14,34
6299,69,509,15,15
6300,3,175,21,32
6301,0,0,1,1
6302,6,528,25,25
6303,418,69,15,15
6304,470,590,12,11
6305,146,187,15,15
6306,538,530,9,14
6307,139,45,17,17
6308,392,86,7,36
6309,106,129,38,4
6310,106,81,38,15
6311,86,392,36,7
6312,489,528,25,25
6313,106,303,38,20
6314,151,29,10,11
6315,288,282,37,36
6316,151,753,10,10
6317,256,425,4,4
6318,478,469,8,22
6319,151,39,10,11
6320,756,215,39,1
6321,478,143,8,8
6322,478,356,8,8
6323,478,66,8,8
6324,478,108,8,8
6325,478,110,8,8
6326,478,91,8,15
6327,478,476,8,15
6328,478,111,8,8
6329,478,112,8,8
6330,478,328,8,8
6331,478,477,8,8
6332,478,258,8,8
6333,478,478,8,8
6334,478,90,8,8
6335,89,57,20,21
6336,151,30,10,11
6337,469,478,22,8
6338,662,282,16,36
6339,678,92,15,9
6340,282,662,36,16
6341,151,417,10,10
6342,100,98,16,16
6343,86,627,36,15
6344,489,644,25,25
6345,453,87,6,34
6346,98,100,16,16
6347,87,453,34,6
6348,553,134,2,2
6349,582,106,15,38
6350,420,511,26,0
6351,366,758,36,41
6352,420,21,26,9
6353,397,393,7,7
6354,122,191,0,0
6355,258,143,8,8
6356,258,356,8,8
6357,258,66,8,8
6358,258,110,8,8
6359,258,375,8,8
6360,258,91,8,15
6361,258,476,8,15
6362,258,111,8,8
6363,258,112,8,8
6364,258,328,8,8
6365,258,477,8,8
6366,258,478,8,8
6367,258,90,8,8
6368,474,469,15,22
6369,166,114,36,10
6370,151,361,10,10
6371,526,515,4,4
6372,292,284,4,0
6373,326,173,9,38
6374,430,506,14,14
6375,480,494,15,36
6376,283,21,36,9
6377,114,166,10,36
6378,141,566,14,14
6379,152,256,37,4
6380,345,346,0,0
6381,345,681,0,0
6382,345,352,0,0
6383,420,174,26,32
6384,115,455,13,22
6385,214,172,0,4
6386,346,345,0,0
6387,469,474,22,15
6388,173,282,38,36
6389,515,232,4,4
6390,485,423,10,10
6391,90,328,8,8
6392,345,342,0,0
6393,690,106,15,38
6394,362,602,14,14
6395,174,420,32,26
6396,58,193,21,21
6397,7,504,14,14
6398,681,345,0,0
6399,681,180,0,0
6400,172,403,4,4
6401,172,585,4,4
6402,172,486,4,4
6403,172,292,4,4
6404,172,65,4,4
6405,357,81,8,15
6406,184,329,15,8
6407,180,352,0,0
6408,183,410,4,27
6409,645,156,1,0
6410,352,180,0,0
6411,193,58,21,21
6412,349,5,0,25
6413,458,623,4,4
6414,81,357,15,8
6415,81,183,15,4
6416,6,349,25,0
6417,345,343,0,0
6418,666,267,14,14
6419,74,690,1,15
6420,549,667,15,15
6421,747,509,15,15
6422,674,267,14,14
6423,467,189,15,15
6424,329,184,8,15
6425,135,115,13,13
6426,332,406,14,14
6427,161,267,14,14
6428,164,107,17,36
6429,164,62,17,36
6430,161,19,14,14
6431,340,212,2,34
6432,546,272,35,17
6433,759,459,31,1
6434,343,345,0,0
6435,212,340,34,2
6436,233,612,19,37
6437,424,552,34,22
6438,592,579,17,17
6439,592,140,17,17
6440,592,461,17,17
6441,592,139,17,17
6442,592,15,17,17
6443,592,446,17,17
6444,592,760,17,17
6445,592,335,17,17
6446,592,273,17,17
6447,592,428,17,17
6448,592,447,17,17
6449,592,617,17,17
6450,592,272,17,17
6451,592,274,17,17
6452,592,164,17,17
6453,592,448,17,17
6454,592,735,17,17
6455,592,216,17,17
6456,592,322,17,17
6457,592,46,17,17
6458,661,267,14,14
6459,127,37,6,11
6460,322,533,17,35
6461,700,267,14,14
6462,30,32,11,11
6463,288,432,37,37
6464,36,545,11,11
6465,180,231,0,0
6466,552,132,22,28
6467,231,180,0,0
6468,590,590,11,11
6469,334,139,17,17
6470,404,152,16,37
6471,21,367,9,10
6472,21,214,9,0
6473,168,399,4,4
6474,168,403,4,4
6475,685,685,21,21
6476,661,247,14,14
6477,214,21,0,9
6478,247,267,14,14
6479,183,172,4,4
6480,183,280,4,4
6481,183,526,4,4
6482,183,203,4,4
6483,183,291,4,4
6484,183,568,4,4
6485,726,282,31,36
6486,125,5,16,25
6487,183,714,4,4
6488,183,450,4,4
6489,393,382,7,7
6490,393,283,7,36
6491,393,761,7,7
6492,662,166,16,36
6493,720,699,14,14
6494,107,164,36,17
6495,612,233,37,19
6496,160,250,36,7
6497,434,509,34,15
6498,206,546,4,35
6499,517,411,1,28
6500,162,393,37,7
6501,69,434,15,34
6502,62,296,36,7
6503,478,105,8,34
6504,434,440,34,4
6505,565,324,14,14
6506,184,69,15,15
6507,173,535,38,9
6508,173,62,38,36
6509,173,462,38,30
6510,44,324,14,14
6511,81,663,15,15
6512,686,21,6,9
6513,559,559,27,27
6514,411,517,28,1
6515,361,107,10,36
6516,128,166,5,36
6517,440,434,4,34
6518,608,406,14,14
6519,321,697,7,1
6520,5,76,25,10
6521,5,74,25,1
6522,266,440,14,4
6523,211,137,22,21
6524,211,363,22,35
6525,211,66,22,8
6526,211,252,22,20
6527,211,121,22,36
6528,211,48,22,10
6529,211,480,22,15
6530,21,686,9,6
6531,379,376,7,7
6532,379,295,7,7
6533,440,266,4,14
6534,324,19,14,14
6535,258,559,8,27
6536,99,404,16,16
6537,263,547,10,10
6538,13,576,26,4
6539,88,302,20,20
6540,338,211,13,22
6541,19,44,14,14
6542,497,440,3,4
6543,166,128,36,5
6544,223,105,1,34
6545,117,211,6,22
6546,14,270,4,4
6547,14,196,4,5
6548,14,168,4,4
6549,14,167,4,4
6550,14,291,4,4
6551,14,231,4,0
6552,14,130,4,0
6553,14,292,4,4
6554,137,56,21,21
6555,440,497,4,3
6556,394,389,7,7
6557,138,481,21,22
6558,361,62,10,36
6559,282,373,36,36
6560,123,681,13,0
6561,551,733,15,9
6562,397,380,7,7
6563,335,760,17,17
6564,498,569,14,14
6565,187,183,15,4
6566,169,41,13,5
6567,62,142,36,36
6568,493,183,4,4
6569,169,337,13,13
6570,169,336,13,13
6571,307,376,1,7
6572,611,292,4,4
6573,197,51,4,5
6574,270,611,4,4
6575,434,87,34,34
6576,546,187,35,15
6577,283,249,36,14
6578,611,211,4,22
6579,357,143,8,8
6580,51,205,5,5
6581,570,661,14,14
6582,277,289,0,0
6583,284,14,0,4
6584,244,233,19,19
6585,107,329,36,8
6586,520,2,21,21
6587,733,551,9,15
6588,329,107,8,36
6589,681,123,0,13
6590,552,552,22,22
6591,200,440,4,4
6592,82,226,36,1
6593,65,65,4,4
6594,107,405,36,38
6595,82,420,36,26
6596,82,489,36,25
6597,20,728,9,22
6598,82,544,36,4
6599,82,490,36,6
6600,506,430,14,14
6601,82,576,36,4
6602,516,762,1,21
6603,516,102,1,38
6604,142,667,36,15
6605,352,345,0,0
6606,570,161,14,14
6607,588,600,11,4
6608,763,763,34,34
6609,4,281,21,21
6610,430,246,14,14
6611,324,44,14,14
6612,230,82,23,36
6613,230,121,23,36
6614,226,82,1,36
6615,205,128,5,5
6616,166,355,36,27
6617,387,380,7,7
6618,0,459,1,1
6619,166,431,36,37
6620,401,160,4,36
6621,82,230,36,23
6622,247,661,14,14
6623,113,48,10,10
6624,160,242,36,19
6625,160,150,36,7
6626,28,363,11,35
6627,107,361,36,10
6628,68,671,15,29
6629,520,22,21,9
6630,92,287,9,15
6631,68,474,15,15
6632,210,489,19,25
6633,278,168,0,4
6634,278,129,0,4
6635,728,20,22,9
6636,68,509,15,15
6637,245,443,10,10
6638,168,278,4,0
6639,489,210,25,19
6640,143,419,8,4
6641,48,105,10,34
6642,300,405,38,38
6643,674,430,14,14
6644,20,259,9,9
6645,375,282,8,36
6646,21,715,9,15
6647,492,64,40,25
6648,338,62,13,36
6649,21,329,9,8
6650,21,28,9,11
6651,21,114,9,10
6652,21,169,9,13
6653,21,642,9,6
6654,21,44,9,14
6655,170,254,13,40
6656,249,405,14,38
6657,169,21,13,9
6658,21,278,9,0
6659,21,314,9,1
6660,21,1,9,1
6661,21,129,9,4
6662,21,128,9,5
6663,174,199,32,4
6664,506,238,14,19
6665,238,506,19,14
6666,195,208,21,22
6667,314,21,1,9
6668,210,129,19,4
6669,160,145,36,35
6670,461,624,17,26
6671,450,482,4,2
6672,375,89,8,20
6673,215,400,1,9
6674,282,375,36,8
6675,169,136,13,13
6676,169,135,13,13
6677,86,238,36,19
6678,238,86,19,36
6679,340,419,2,4
6680,57,285,21,22
6681,642,21,6,9
6682,254,170,40,13
6683,265,608,14,14
6684,272,272,17,17
6685,520,685,21,21
6686,286,571,21,21
6687,134,535,2,9
6688,116,133,13,4
6689,380,385,7,7
6690,380,387,7,7
6691,493,256,4,4
6692,566,247,14,14
6693,566,707,14,14
6694,566,700,14,14
6695,351,363,0,35
6696,454,62,27,36
6697,287,92,15,9
6698,600,588,4,11
6699,385,393,7,7
6700,62,454,36,27
6701,301,155,26,35
6702,346,206,0,4
6703,458,280,4,4
6704,232,483,4,3
6705,726,152,31,37
6706,726,612,31,37
6707,498,360,14,14
6708,450,82,4,36
6709,360,498,14,14
6710,212,170,34,13
6711,393,719,7,7
6712,170,212,13,34
6713,681,352,0,0
6714,65,199,4,4
6715,474,513,15,35
6716,132,107,28,36
6717,351,329,0,8
6718,351,495,0,23
6719,351,161,0,14
6720,351,371,0,16
6721,351,296,0,7
6722,351,203,0,4
6723,495,351,23,0
6724,370,113,10,10
6725,506,441,14,14
6726,593,214,5,0
6727,317,310,1,1
6728,351,28,0,11
6729,351,303,0,20
6730,351,210,0,19
6731,351,81,0,15
6732,166,434,36,34
6733,329,351,8,0
6734,483,764,3,1
6735,20,459,9,1
6736,285,57,22,21
6737,410,183,27,4
6738,194,63,21,21
6739,405,300,38,38
6740,352,546,0,35
6741,260,508,9,15
6742,535,173,9,38
6743,212,269,34,17
6744,286,183,21,4
6745,400,215,9,1
6746,720,11,14,14
6747,13,171,26,10
6748,441,546,14,35
6749,221,403,1,4
6750,437,165,13,13
6751,58,411,21,28
6752,403,221,4,1
6753,199,65,4,4
6754,180,347,0,0
6755,499,440,14,4
6756,520,3,21,21
6757,278,278,0,0
6758,399,168,4,4
6759,612,356,37,8
6760,504,430,14,14
6761,504,246,14,14
6762,504,765,14,14
6763,329,106,8,38
6764,282,153,36,27
6765,54,481,22,22
6766,57,412,21,21
6767,766,340,2,2
6768,57,211,21,22
6769,107,106,36,38
6770,212,550,34,15
6771,212,459,34,1
6772,212,576,34,4
6773,212,589,34,23
6774,212,296,34,7
6775,212,490,34,6
6776,212,223,34,1
6777,212,544,34,4
6778,212,106,34,38
6779,212,174,34,32
6780,180,277,0,0
6781,141,8,14,14
6782,323,2,16,21
6783,107,132,36,28
6784,62,450,36,4
6785,481,54,22,22
6786,174,303,32,20
6787,174,210,32,19
6788,174,211,32,22
6789,498,65,14,4
6790,236,240,19,19
6791,62,168,36,4
6792,550,212,15,34
6793,340,535,2,9
6794,65,498,4,14
6795,440,499,4,14
6796,363,384,35,7
6797,103,150,7,7
6798,406,43,14,14
6799,406,500,14,14
6800,406,501,14,14
6801,406,407,14,14
6802,76,75,10,10
6803,260,311,9,1
6804,135,337,13,13
6805,189,459,15,1
6806,28,351,11,0
6807,47,172,10,4
6808,221,226,1,1
6809,450,212,4,34
6810,11,720,14,14
6811,450,62,4,36
6812,82,80,36,29
6813,62,236,36,19
6814,363,152,35,37
6815,61,533,7,35
6816,169,450,13,4
6817,340,450,2,4
6818,288,654,37,37
6819,215,690,1,15
6820,82,209,36,19
6821,82,210,36,19
6822,82,190,36,15
6823,82,184,36,15
6824,82,543,36,4
6825,297,260,1,9
6826,498,466,14,14
6827,236,211,19,22
6828,236,62,19,36
6829,82,767,36,18
6830,82,4,36,21
6831,431,80,37,29
6832,255,212,6,34
6833,115,142,13,36
6834,311,260,1,9
6835,212,255,34,6
6836,83,420,36,26
6837,13,266,26,14
6838,101,371,16,16
6839,690,215,15,1
6840,233,105,19,34
6841,381,60,7,7
6842,334,592,17,17
6843,448,592,17,17
6844,322,592,17,17
6845,140,592,17,17
6846,447,592,17,17
6847,46,592,17,17
6848,495,460,23,34
6849,579,592,17,17
6850,105,233,34,19
6851,105,48,34,10
6852,211,236,22,19
6853,106,212,38,34
6854,106,329,38,8
6855,164,592,17,17
6856,80,431,29,37
6857,80,508,29,15
6858,466,362,14,14
6859,466,602,14,14
6860,346,291,0,4
6861,124,45,16,17
6862,460,419,34,4
6863,460,495,34,23
6864,340,179,2,0
6865,356,612,8,37
6866,529,441,14,14
6867,192,4,21,21
6868,516,516,1,1
6869,76,455,10,22
6870,760,15,17,17
6871,760,335,17,17
6872,213,707,14,14
6873,60,381,7,7
6874,60,295,7,7
6875,6,206,25,4
6876,614,106,24,38
6877,513,92,35,9
6878,340,166,2,36
6879,251,136,13,13
6880,337,115,13,13
6881,92,513,9,35
6882,441,529,14,14
6883,166,601,36,36
6884,569,430,14,14
6885,226,221,1,1
6886,466,265,14,14
6887,560,222,31,1
6888,376,122,7,0
6889,11,666,14,14
6890,495,367,23,10
6891,272,592,17,17
6892,351,283,0,36
6893,351,256,0,4
6894,351,364,0,37
6895,351,106,0,38
6896,351,129,0,4
6897,351,365,0,14
6898,351,249,0,14
6899,306,326,9,9
6900,311,17,1,1
6901,50,50,37,37
6902,168,113,4,10
6903,168,35,4,11
6904,322,272,17,17
6905,707,267,14,14
6906,707,265,14,14
6907,424,115,34,13
6908,360,371,14,16
6909,139,592,17,17
6910,124,371,16,16
6911,426,401,4,4
6912,726,106,31,38
6913,303,363,20,35
6914,738,59,22,21
6915,172,280,4,4
6916,172,655,4,4
6917,155,495,35,23
6918,155,106,35,38
6919,40,361,11,10
6920,51,399,5,4
6921,495,155,23,35
6922,333,107,10,36
6923,426,426,4,4
6924,426,621,4,0
6925,426,568,4,4
6926,426,130,4,0
6927,426,257,4,0
6928,172,47,4,10
6929,690,282,15,36
6930,145,106,35,38
6931,160,323,36,16
6932,367,495,10,23
6933,87,155,34,35
6934,87,615,34,35
6935,87,518,34,35
6936,87,363,34,35
6937,87,546,34,35
6938,471,671,31,29
6939,84,431,37,37
6940,38,438,11,13
6941,166,107,36,36
6942,222,187,1,15
6943,323,160,16,36
6944,106,155,38,35
6945,367,212,10,34
6946,107,333,36,10
6947,332,699,14,14
6948,115,434,13,34
6949,434,115,34,13
6950,141,86,14,36
6951,440,493,4,4
6952,46,434,17,34
6953,438,38,13,11
6954,753,470,10,12
6955,278,130,0,0
6956,434,46,34,17
6957,115,424,13,34
6958,246,430,14,14
6959,80,82,29,36
6960,359,466,14,14
6961,340,310,2,1
6962,63,411,21,28
6963,12,466,14,14
6964,68,667,15,15
6965,68,473,15,15
6966,68,550,15,15
6967,68,549,15,15
6968,68,508,15,15
6969,491,548,6,6
6970,89,91,20,15
6971,161,363,14,35
6972,461,118,17,26
6973,461,13,17,26
6974,181,378,7,7
6975,181,384,7,7
6976,181,388,7,7
6977,181,295,7,7
6978,101,768,16,16
6979,310,340,1,2
6980,549,68,15,15
6981,679,375,29,8
6982,549,221,15,1
6983,221,549,1,15
6984,13,461,26,17
6985,502,506,14,14
6986,105,329,34,8
6987,105,362,34,14
6988,329,105,8,34
6989,31,142,11,36
6990,122,180,0,0
6991,122,60,0,7
6992,172,60,4,7
6993,15,592,17,17
6994,62,255,36,6
6995,495,169,23,13
6996,142,31,36,11
6997,464,727,4,4
6998,337,136,13,13
6999,140,461,17,17
7000,6,375,25,8
7001,209,96,19,20
7002,326,306,9,9
7003,6,515,25,4
7004,282,401,36,4
7005,44,166,14,36
7006,309,5,1,25
7007,62,769,36,27
7008,64,280,25,4
7009,64,94,25,5
7010,236,236,19,19
7011,6,139,25,17
7012,254,144,40,40
7013,689,689,4,4
7014,92,498,9,14
7015,310,445,1,3
7016,283,388,36,7
7017,300,102,38,38
7018,375,6,8,25
7019,180,178,0,0
7020,462,106,30,38
7021,435,533,6,35
7022,20,72,9,9
7023,106,87,38,34
7024,106,145,38,35
7025,566,451,14,14
7026,180,350,0,0
7027,363,661,35,14
7028,434,183,34,4
7029,37,261,11,10
7030,5,309,25,1
7031,430,360,14,14
7032,353,708,16,16
7033,353,124,16,16
7034,353,98,16,16
7035,353,97,16,16
7036,353,687,16,16
7037,353,323,16,16
7038,353,618,16,16
7039,353,770,16,16
7040,353,662,16,16
7041,353,101,16,16
7042,353,709,16,16
7043,434,198,34,4
7044,187,222,15,1
7045,371,365,16,14
7046,450,280,4,4
7047,59,738,21,22
7048,515,6,4,25
7049,108,91,8,15
7050,108,474,8,15
7051,183,434,4,34
7052,87,642,34,6
7053,87,495,34,23
7054,87,255,34,6
7055,87,490,34,6
7056,87,106,34,38
7057,137,54,21,22
7058,105,183,34,4
7059,105,155,34,35
7060,105,160,34,36
7061,105,771,34,38
7062,105,424,34,34
7063,101,353,16,16
7064,58,281,21,21
7065,106,371,38,16
7066,127,105,6,34
7067,63,256,21,4
7068,498,92,14,9
7069,376,376,7,7
7070,201,201,4,4
7071,772,772,7,7
7072,8,8,14,14
7073,773,773,38,38
7074,296,380,7,7
7075,296,105,7,34
7076,294,294,4,4
7077,411,516,28,1
7078,517,517,1,1
7079,6,644,25,25
7080,314,105,1,34
7081,400,259,9,9
7082,54,137,22,21
7083,147,615,23,35
7084,249,7,14,14
7085,377,277,7,0
7086,377,231,7,0
7087,377,122,7,0
7088,377,575,7,0
7089,97,768,16,16
7090,7,249,14,14
7091,327,327,9,9
7092,420,654,26,37
7093,420,118,26,26
